OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
32512,Myra Way&Omar Way SW-FS/SB,MYRAOMA1,MYRAOMAR,5456,37.739226,-122.450529,0,OMAR WAY,MYRA WAY,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1637523,120,,"(37.73922600014115, -122.45052899990577)",72,9,8,41
31054,Dakota St&25TH St NE-FS/PS,DAKO25S0,DAKO25ST,4345,37.75268,-122.39468,0,25TH ST,DAKOTA ST,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1634172,120,,"(37.752680000321774, -122.39468000047823)",54,2,9,26
33587,16th St&3rd St SE-FS/SB,16ST.3ST,,7986,37.766836,-122.389,,ILLINOIS ST,16TH ST,,,,,09/11/2019 06:58:28 PM +0000,1639936,120,,"(37.76683599981729, -122.38899999943897)",34,1,10,26
31114,Hayes St&Masonic Ave SE-FS/BZ,HAYSMSI1,HAYSMSIC,5002,37.773926,-122.446003,0,MASONIC AVE,HAYES ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1634632,120,,"(37.77392599989589, -122.4460030004878)",24,7,11,18
30835,Geary Blvd&3RD Ave NE-NS/BZ,GEAR 3A0,GEAR 3AV,4255,37.781277,-122.460938,0,3RD AVE,GEARY BLVD,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1633804,120,,"(37.7812769996289, -122.4609379997159)",5,8,4,11
30957,Cole St&Parnassus Ave SW-FS/BZ,COLEPAR0,COLEPARN,4098,37.76462,-122.44978,0,PARNASSUS AVE,COLE ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633719,120,,"(37.76462000038688, -122.44978000014835)",114,7,11,3
32535,Visitacion Ave&Britton St E-NS/SB,VISIBRI0,VISIBRIT,6845,37.712765,-122.412371,0,BRITTON ST,VISITACION AVE,NS,E,,0,09/11/2019 06:58:28 PM +0000,1637297,120,,"(37.71276499981456, -122.41237100036425)",75,9,9,40
31497,US Post Office N-NS/SB,MENDUSP0,MENDUSPO,5510,37.741056,-122.384679,0,EVANS AVE,MENDELL ST,NS,N,,0,09/11/2019 06:58:28 PM +0000,1635180,120,,"(37.74105600003227, -122.38467899954136)",76,2,9,1
30096,19th Ave&Quintara St SE-NS/BZ,19AVQUI1,19AVQUIN,3383,37.74853,-122.4759,0,QUINTARA ST,19TH AVE,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1632425,120,,"(37.74852999997344, -122.47590000016672)",44,10,8,41
32202,555 Myra Way SW-FS/SB,MYRAH551,MYRAH555,5451,37.7382,-122.450884,0,,MYRA WAY,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1636578,120,,"(37.73819999995271, -122.45088399982741)",72,9,8,41
32224,Skyview Way&Gladeview Dr NW-NS/SB,SKVWGLDV,SKVWGLVW,6428,37.749942,-122.450335,0,GLADEVIEW WAY,SKYVIEW WAY,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1636824,120,,"(37.74994199962839, -122.45033500030657)",48,7,8,38
32447,Presidio Blvd&Sumner Ave N-NS/PS,PRSDSUM0,PRSDSUMN,6107,37.796705,-122.4517,0,SUMNER AVE,PRESIDIO BLVD,NS,N,,0,09/11/2019 06:58:28 PM +0000,1637295,120,,"(37.79670499965534, -122.45169999947281)",3,,6,27
31970,Lake Merced&Font Blvd SE-FS/SB,L M FON1,L M FONT,4833,37.72423,-122.48489,0,FONT BLVD,LAKE MERCED BLVD,FS,SE,,0,09/11/2019 06:58:28 PM +0000,1636372,120,,"(37.72422999995109, -122.48489000026356)",42,10,8,16
30764,Duboce Ave&Noe St SW-NS/SB,DUBONOE1,DUBONOE.,4451,37.76911,-122.4337,0,NOE ST,DUBOCE AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633770,120,,"(37.76910999967453, -122.43370000047051)",28,7,5,5
31842,Phelps St&Mckinnon Ave S-NS/SB,PHLPMCK0,PHLPMCKN,5936,37.737866,-122.392964,0,MCKINNON AVE,PHELPS ST,NS,S,,0,09/11/2019 06:58:28 PM +0000,1636515,120,,"(37.73786600044188, -122.39296399948702)",86,2,9,1
32548,Vicente St&30th Ave SE-FS/BZ,VCTE30A1,VCTE30AV,6835,37.738765,-122.487131,0,30TH AVE,VICENTE ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1637338,120,,"(37.73876500011641, -122.48713099992499)",40,10,7,35
30226,16th St&Mission St NE-NS/BZ,16STMIS1,16STMISS,3291,37.765152,-122.419611,0,MISSION ST,16TH ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1632691,120,,"(37.76515200008414, -122.41961099947135)",53,3,2,20
31292,McAllister St&Hyde St S-MB/PS,MCALHYD1,MCALHYDE,5396,37.78061,-122.41587,0,HYDE ST,MCALLISTER ST,MB,S,FL,0,09/11/2019 06:58:28 PM +0000,1635022,120,,"(37.780609999931585, -122.41586999968759)",21,5,10,36
32616,Wisconsin St&Madera St SE-NS/PS,WISCMDR1,WISCMDRA,6966,37.75577,-122.39872,0,MADERA ST,WISCONSIN ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1639500,120,,"(37.75577000021542, -122.39872000046034)",54,2,9,26
30997,Diamond St&Cesar Chavez St SW-FS/PS,DIAMCHA0,DIAMARMY,4385,37.747068,-122.43599,0,CESAR CHAVEZ ST,DIAMOND ST,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1633988,120,,"(37.74706800037066, -122.43599000019547)",84,3,5,22
33340,Balboa St&37TH Ave SW-NS/PS,BBOA37A1,BBOA37AV,3062,37.775647,-122.497419,0,37TH AVE,BALBOA ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1639217,120,,"(37.77564699994243, -122.497419000018)",8,8,4,29
33156,3rd St&Mission Rock St SW-FS,3ST MRS1,3ST MRS1,7359,37.772832,-122.389717,0,MISSION ROCK ST,3RD ST,FS,SW,SI,0,09/11/2019 06:58:28 PM +0000,1638725,120,,"(37.77283199994169, -122.38971699980367)",34,1,10,4
31014,Crescent Ave&Roscoe St NE-NS/PS,CRESROS0,CRESROSC,4203,37.735055,-122.418626,0,ROSCOE ST,CRESCENT AVE,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1634014,120,,"(37.73505499969296, -122.41862599984839)",61,9,2,2
33345,Portola Dr&Burnett Ave N-NS/SB,PORTBRN0,PORTBRNT,6010,37.747033,-122.44487,0,BURNETT AVE,PORTOLA DR,NS,N,,0,09/11/2019 06:58:28 PM +0000,1638214,120,,"(37.74703300001815, -122.44486999998101)",48,9,5,38
32475,Bridge View Dr&Topeka Ave S-NS,BRVWTPK1,BRVWTPKA,3722,37.7332,-122.39769,0,TOPEKA AVE,BRIDGE VIEW DR,NS,S,FL,0,09/11/2019 06:58:28 PM +0000,1637451,120,,"(37.733199999617824, -122.39768999953694)",87,2,9,1
30424,46th Ave&Rivera St SE-NS/SB,46AVRVR1,46AVRVRA,3595,37.745423,-122.504801,0,RIVERA ST,46TH AVE,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1633099,120,,"(37.745422999878244, -122.50480100033883)",39,10,7,35
30138,22nd St&Minnesota St NE-NS,22STMIN0,22STMINN,3436,37.75787,-122.39008,0,MINNESOTA ST,22ND ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1632866,120,,"(37.75787000013183, -122.39007999998728)",55,2,9,26
31208,Fountain St&24TH St SE-NS,FOUN24S0,FOUN24ST,4713,37.75075,-122.44166,0,24TH ST,FOUNTAIN ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634350,120,,"(37.750749999940496, -122.44166000056339)",51,3,5,22
31048,Castro St&Elizabeth St W-MI/SB,CTROELI0,CTROELIZ,4333,37.752083,-122.434248,0,ELIZABETH ST,CASTRO ST,MI,W,,0,09/11/2019 06:58:28 PM +0000,1634166,120,,"(37.75208300033187, -122.43424799960451)",84,3,5,22
31716,Olympia Way&Panorama Dr NW-FS/SB,OLYMPNR1,OLYMPNRM,5824,37.751298,-122.452271,0,PANORAMA DR,OLYMPIA WAY,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1635713,120,,"(37.75129799999258, -122.4522709996592)",48,7,8,38
31743,Naples St&Curtis St N-NS/SB,NAPLCUR0,NAPLCURT,5477,37.711083,-122.438504,0,CURTIS ST,NAPLES ST,NS,N,,0,09/11/2019 06:58:28 PM +0000,1635534,120,,"(37.71108299966706, -122.43850400007855)",58,9,1,7
31627,Lincoln Way&15th Ave NW-FS/BZ,LWAY15A0,LWAY15AV,5304,37.765715,-122.473221,0,15TH AVE,LINCOLN WY,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1635112,120,,"(37.76571500009493, -122.4732210000782)",9,10,11,12
31624,Innes Ave&Earl St E-NS/SB,INESEAR1,INESEARL,5097,37.729878,-122.371871,0,HORNE AVE,INNES AVE,NS,E,,0,09/11/2019 06:58:28 PM +0000,1635108,120,,"(37.72987799990787, -122.37187100046792)",78,2,9,1
30901,Hayes St&Fillmore St SE-FS/BZ,HAYSFIL1,HAYSFILL,4994,37.775804,-122.430834,0,FILLMORE ST,HAYES ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1634269,120,,"(37.77580399967408, -122.43083399998332)",22,4,11,9
32328,Geneva Ave&Mission St N-FS/SB,GNVAMISS,GNVAMISS,4885,37.716589,-122.441069,0,MISSION ST,GENEVA AVE,NS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1637253,120,,"(37.71658900019212, -122.44106899994605)",80,9,1,28
30327,Balboa St&4TH Ave SW-NS/BZ,BBOA 4A1,BBOA 4AV,3033,37.777262,-122.461969,0,4TH AVE,BALBOA ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1632624,120,,"(37.777261999618005, -122.46196900053559)",5,8,4,11
30364,Alemany Blvd&Arch St SW-NS/BZ,ALEMARC1,ALEMARCH,3622,37.711418,-122.46717,0,ARCH ST,ALEMANY BLVD,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1633260,120,,"(37.711417999589074, -122.46716999955815)",65,10,8,24
30822,Geary Blvd&28TH Ave SW-NS/BZ,GEAR28A1,GEAR28AV,4272,37.779862,-122.488046,0,28TH AVE,GEARY BLVD,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1633657,120,,"(37.77986200015973, -122.48804600036897)",8,8,4,29
31601,Mission St&30th St NW-NS/BB,MISS30S0,MISS30ST,5572,37.742417,-122.421991,0,GODEUS ST,MISSION ST,NS,N,BB,0,09/11/2019 06:58:28 PM +0000,1635345,120,,"(37.74241699989206, -122.42199100024183)",83,9,2,2
32749,3rd St&Carroll Ave NE-FS/SI,3ST CAR0,3ST CAR0,7343,37.725491,-122.394222,0,CARROLL AVE,3RD ST,FS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1639307,120,,"(37.72549099986203, -122.39422199962927)",86,2,9,1
30289,14th Ave&Taraval St NW-NS,14AVTAR1,14AVTARA,3249,37.7434,-122.4703,0,TARAVAL ST,14TH AVE,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1632843,120,,"(37.74340000000253, -122.47029999994596)",44,10,8,41
32286,Bryant St&16TH St SE-NS/BZ,BRYT16S1,BRYT16ST,3730,37.76549,-122.4104,0,16TH ST,BRYANT ST,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1636982,120,,"(37.7654899995804, -122.41039999977723)",53,3,9,20
31294,McAllister St&Laguna St NW-FS/BZ,MCALLGN0,MCALLGNA,5398,37.779304,-122.42717,0,LAGUNA ST,MCALLISTER ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1635026,120,,"(37.77930400017094, -122.42717000049525)",97,4,11,39
33446,Newhall St&Faifax Ave W-NS/PS,NEWHF X0,,7428,37.741406,-122.387153,0,FAIRFAX AVE,NEWHALL ST,,,,0,09/11/2019 06:58:28 PM +0000,1639806,120,,"(37.741405999622565, -122.38715299960928)",86,2,9,1
33307,Sunset Blvd&Irving St SE-NS/SB,SUNSIRV1,SUNSIRVG,6527,37.762621,-122.495784,0,IRVING ST,SUNSET BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1639109,120,,"(37.76262099959659, -122.49578399984085)",39,10,7,35
33421,Potrero Ave&15th St NE-FS/BZ,POTR15S1,,7298,37.767334,-122.407623,,15TH ST,POTRERO AVE,,,,,09/11/2019 06:58:28 PM +0000,1638282,120,,"(37.76733400038543, -122.40762300014438)",33,3,9,20
31029,Field Rd&Nike Site W-MB/SB,FILDNIK0,FILDNIKE,4601,37.82906,-122.52767,0,SIMMONS RD,FIELD RD,MB,W,,0,09/11/2019 06:58:28 PM +0000,1634144,120,,"(37.829059999838435, -122.52767000018588)",,,,
31822,West Portal Ave&Sloat Blvd NE-FS/PS,W P SLOA,,7205,37.735039,-122.471343,0,BROAD ST,WEST PORTAL AVE,,NE,,0,09/11/2019 06:58:28 PM +0000,1636008,120,,"(37.7350389999401, -122.47134300030373)",46,10,8,41
33420,California St&Davis St S-MB/FL,CALIDAVS,,7294,37.793527,-122.396797,0,DAVIS ST,CALIFORNIA ST,,,,0,09/11/2019 06:58:28 PM +0000,1638281,120,,"(37.79352700002046, -122.39679699964489)",108,6,3,8
32424,Market St&15th St W-FS/BZ,MRKT15S0,MRKT15ST,5653,37.76569,-122.4314,0,15TH ST,MARKET ST,FS,W,BZ,1,09/11/2019 06:58:28 PM +0000,1637831,120,,"(37.76569000033713, -122.43140000026395)",28,3,5,5
31258,1100 Lake Merced Blvd W-MB/SB,L M 1100,L M 1100,4829,37.709312,-122.485294,0,,LAKE MERCED BLVD,MB,W,,0,09/11/2019 06:58:28 PM +0000,1634544,120,,"(37.709312000037826, -122.48529400030168)",43,10,8,16
31387,Hayes St&Webster St SE-FS/BZ,HAYSWEB1,HAYSWEBS,5015,37.776035,-122.42919,0,WEBSTER ST,HAYES ST,FS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1634744,120,,"(37.776035000223864, -122.42918999961695)",22,4,11,9
30199,5th St&Howard St S-FS/BZ,.5STHWR0,5STHWRD,3171,37.78123,-122.40474,0,HOWARD ST,5TH ST,FS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1632544,120,,"(37.781229999978336, -122.40474000017176)",32,1,10,34
33184,Ripley St&Alabama St SW-NS/PS,RIPLALA1,RIPLALAB,6209,37.74428,-122.41051,0,ALABAMA ST,RIPLEY ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1638817,120,,"(37.74427999972851, -122.4105100002399)",83,9,2,2
30929,Cortland Ave&Mission St S-FS/BZ,CORTMIS0,CORTMISS,4157,37.74085,-122.42251,0,MISSION ST,CORTLAND AVE,FS,S,BZ,1,09/11/2019 06:58:28 PM +0000,1633676,120,,"(37.740849999986295, -122.42251000054348)",61,9,2,2
33466,2nd St & Stevenson St E-MB/SI,2STSTV1,,7549,37.789058,-122.400985,0,STEVENSON ST,02ND ST,,,,0,09/11/2019 06:58:28 PM +0000,1639834,120,,"(37.789057999859644, -122.40098499999483)",108,6,10,8
31007,Diamond St&Duncan St SE-NS/PS,DIAMDUNS,DIAMDUNC,4399,37.745471,-122.435693,0,DUNCAN ST,DIAMOND ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634006,120,,"(37.7454710003398, -122.43569299974523)",84,9,5,22
30361,Addison St&Farnum St SW-NS/SB,ADDIFASW,ADDIFARN,3618,37.740055,-122.434433,0,FARNUM ST,ADDISON ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633255,120,,"(37.74005500011951, -122.43443300043728)",96,9,5,10
33427,Sawyer St&Visitacion Ave NE-NS/PS,SAWYVIS1,,7333,37.713345,-122.414443,0,VISITACION AVE,SAWYER ST,,,,0,09/11/2019 06:58:28 PM +0000,1638295,120,,"(37.71334499990951, -122.4144430001362)",75,9,9,40
31921,Sutter St&Divisadero St NE-NS/BZ,SUTTDIV0,SUTTDIVI,6589,37.78531,-122.439732,0,DIVISADERO ST,SUTTER ST,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1636153,120,,"(37.78531000042539, -122.43973200042116)",103,4,6,30
31375,Lombard St&Grant Ave SE-FS/SB,LOMBGRN0,LOMBGRNT,5277,37.803381,-122.408039,0,GRANT AVE,LOMBARD ST,FS,SE,,0,09/11/2019 06:58:28 PM +0000,1634719,120,,"(37.80338099968581, -122.40803899999399)",18,6,3,23
30872,Divisadero St&North Point St NW-NS,DIVIN P0,DIVIN PT,4430,37.802844,-122.443514,0,NORTH POINT ST,DIVISADERO ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1633853,120,,"(37.80284400004719, -122.44351399945386)",17,4,6,13
30690,Corbett Ave&Danvers St S-NS/PS,CRBTDAN1,CRBTDANV,4174,37.761202,-122.444044,0,DANVERS ST,CORBETT AVE,NS,S,,0,09/11/2019 06:58:28 PM +0000,1633548,120,,"(37.76120199960079, -122.44404400033795)",115,7,5,5
31867,Judah St&28th Ave NE-NS/SI,JUDA28A0,JUDA28AV,5205,37.76131,-122.48651,0,28TH AVE,JUDAH ST,NS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1636273,120,,"(37.76130999956321, -122.48650999950014)",39,10,7,35
32410,Sloat Blvd&Sylvan Dr SW-NS/BZ,SLOASYL1,SLOASYLV,6462,37.734125,-122.485834,0,SYLVAN DR,SLOAT BLVD,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1637780,120,,"(37.734125000323125, -122.48583399989347)",62,10,8,35
31545,Monterey Blvd&Ridgewood Ave SE-FS,MTRYRGW0,MTRYRGWD,5440,37.731472,-122.453083,0,RIDGEWOOD AVE,MONTEREY BLVD,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1635151,120,,"(37.7314719999218, -122.45308300055618)",95,9,8,41
30936,341 Corbett Ave SE-MB/PS,CRBTH341,CRBTH341,4165,37.759908,-122.445075,0,,CORBETT AVE,MB,SE,,0,09/11/2019 06:58:28 PM +0000,1633685,120,,"(37.75990800025003, -122.44507500039282)",115,7,5,5
33559,Mcateer High School S-MB/SB,PORTMSC1,PORTMSCH,6115,37.74593,-122.44957,0,TWIN PEAK BLVD,PORTOLA DR,MD,S,FL,0,09/11/2019 06:58:28 PM +0000,1638425,120,,"(37.74592999991977, -122.44956999988797)",96,9,5,10
32113,Taraval St&23rd Ave NW-FS/SI,TARA23A0,TARA23AV,6620,37.742872,-122.48045,0,23RD AVE,TARAVAL ST,FS,NW,SI,0,09/11/2019 06:58:28 PM +0000,1636666,120,,"(37.74287199968244, -122.48044999990297)",40,10,7,35
32872,California St&Laurel St NE-NS/BZ,CALILAU0,CALILARL,3875,37.786923,-122.449957,0,LAUREL ST,CALIFORNIA ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1638041,120,,"(37.78692299960727, -122.44995699956574)",10,8,6,31
30615,Bunker Rd&Stables NE-NS/SB,BUNKSTB0,BUNKSTBL,3809,37.8318,-122.51495,0,FIELD RD,BUNKER RD,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1633330,120,,"(37.8318000002567, -122.51494999964973)",,,,
31050,Cargo Way&3RD St NE-NS/SB,CWAY 3S1,CWAY 3ST,4337,37.74606,-122.38695,0,03RD ST,CARGO WAY,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1634168,120,,"(37.74605999973937, -122.38694999946433)",56,2,9,1
33140,Silver Ave&Charter Oak Ave N-NS/BZ,SILVCHA1,SILVCHAR,6400,37.733275,-122.404297,0,CHARTER OAK AVE,SILVER AVE,NS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1638701,120,,"(37.733275000010046, -122.4042969999873)",87,2,9,1
32828,De Haro St&23RD St NE-FS/PS,DHRO23S1,DHRO23ST,4356,37.754885,-122.400571,0,23RD ST,DE HARO ST,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1638189,120,,"(37.75488499987084, -122.40057099985714)",54,2,9,26
31805,7th St&Howard St E-NS/SI,.7STHWR1,7STHWRD,3194,37.777935,-122.409222,0,FOLSOM ST,7TH ST,NS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1635985,120,,"(37.77793499965635, -122.40922200007836)",32,1,10,34
31058,Evans Ave&Mendell St S-FS/BZ,EVANMEN0,EVANMEND,4553,37.740699,-122.384507,0,MENDELL ST,EVANS AVE,FS,S,,0,09/11/2019 06:58:28 PM +0000,1634187,120,,"(37.74069899989257, -122.38450700046211)",86,2,9,1
31324,Haight St&Fillmore St NW-FS/BZ,HAITFIL0,HAITFILL,4952,37.77214,-122.43076,0,FILLMORE ST,HAIGHT ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1634830,120,,"(37.77214000011474, -122.43076000039989)",26,4,11,9
31126,Geneva Ave&Madrid St N-FS/BZ,GNVAMAD0,GNVAMADR,4884,37.715143,-122.438034,0,MADRID ST,GENEVA AVE,FS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1634664,120,,"(37.71514300029808, -122.43803400016641)",90,9,1,7
33428,UCSF / Chase Center (16th Street) SW-FS/SI,3STUCS1,3ST GFW1,7360,37.768237,-122.389366,0,SOUTH ST,03RD ST,FS,SW,SI,0,09/11/2019 06:58:28 PM +0000,1638296,120,,"(37.76823700023718, -122.38936600043002)",34,1,10,4
31203,Font Blvd&Cambon Dr E-NS/SB,FONTCMB0,FONTCMBN,4705,37.715899,-122.474292,0,CAMBON DR,FONT BLVD,NS,E,,0,09/11/2019 06:58:28 PM +0000,1634345,120,,"(37.71589900009118, -122.47429200011815)",42,10,8,16
32130,Topeka Ave&Venus St W-NS/BZ,TPKAVEN1,TPKAVENU,6705,37.73201,-122.39592,0,VENUS ST,TOPEKA AVE,NS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1636706,120,,"(37.73201000034764, -122.39591999951553)",87,2,9,1
32715,Sutter St&Steiner St SW-NS/BZ,SUTTSTE1,SUTTSTEI,6610,37.785794,-122.435028,0,STEINER ST,SUTTER ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1639234,120,,"(37.78579400015566, -122.43502800028483)",103,4,11,15
30154,18th St&Valencia St SE-FS/BZ,18STVLN0,18STVLNC,3349,37.761663,-122.421423,0,VALENCIA ST,18TH ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1632891,120,,"(37.76166299955447, -122.4214229999349)",53,3,2,20
33610,Mission St & Steuart St,MISSSTE0,,7803,37.793204,-122.393381,,SPEAR ST,MISSION ST,,,,,09/11/2019 06:58:28 PM +0000,1639962,120,,"(37.7932040004443, -122.39338099966493)",108,6,10,8
32760,3rd St&Mission Rock St NE-FS,3ST MRS0,3ST MRS0,7358,37.772984,-122.389683,0,MAIN ST,03RD ST,FS,SE,SI,0,09/11/2019 06:58:28 PM +0000,1639348,120,,"(37.772984000271265, -122.3896830001958)",34,1,10,4
32635,Pacific Ave&Hyde St SW-NS/PS,PACFHYD0,PACFHYDE,5839,37.795381,-122.418395,0,HYDE ST,PACIFIC AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1637909,120,,"(37.7953809997438, -122.41839500039275)",16,6,3,32
30210,Balboa St&21ST Ave SW-NS/PS,BBOA21A1,BBOA21AV,3048,37.776429,-122.480273,0,21ST AVE,BALBOA ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1632668,120,,"(37.7764290001095, -122.48027300040935)",8,8,4,29
32555,Union St&Taylor St SW-NS/PS,UNINTAY1,UNINTAYL,6785,37.799743,-122.41422,0,TAYLOR ST,UNION ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1637358,120,,"(37.79974300003226, -122.41422000001315)",107,6,3,32
31311,Lincoln Blvd&Pershing Dr SE-NS/SB,LINCPRS0,LINCPRSH,5269,37.792088,-122.480968,0,PERSHING DR,LINCOLN BLVD,,**,,0,09/11/2019 06:58:28 PM +0000,1635063,120,,"(37.79208799977432, -122.48096799943444)",3,,6,27
30860,Divisadero St&California St SW-FS,DIVICAL0,DIVICALI,4410,37.787988,-122.4405,0,PINE ST,DIVISADERO ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633838,120,,"(37.78798799957727, -122.44049999952102)",103,4,6,30
31766,Market between 4th & 3rd St SE-MB/BZ,MRKT.4/3,MRKT.4/3,5642,37.786597,-122.404586,0,4TH ST,MARKET ST,MB,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1635815,120,,"(37.78659700034493, -122.40458600004825)",32,5,10,8
31649,O'Shaughnessy Blvd&Malta Dr SW-FS,OSHAMAL0,OSHAMALT,5833,37.736478,-122.443782,0,MALTA DR,O SHAUGHNESSY BLVD,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1636082,120,,"(37.736477999839536, -122.44378200041427)",72,9,8,41
32794,Roosevelt Way&17th St SW-FS/SB,RSVT17S0,RSVT17ST,6235,37.761952,-122.445213,0,17TH ST,ROOSEVELT WY,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1639671,120,,"(37.761952000083944, -122.44521299945978)",112,7,5,5
31164,Fulton St&22ND Ave NW-FS/BZ,FULT22A0,FULT22AV,4746,37.77276,-122.48134,0,22ND AVE,FULTON ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1634084,120,,"(37.77275999960206, -122.48133999989282)",8,8,4,29
30137,22nd St&Iowa St NE-FS/BZ,22STIOW0,22STIOWA,3435,37.757754,-122.392273,0,IOWA ST,22ND ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1632865,120,,"(37.75775399958163, -122.39227299994344)",54,2,9,26
32270,Turk St&Masonic Ave NW-FS/BZ,TURKMSI0,TURKMSIC,6724,37.778664,-122.447206,0,MASONIC AVE,TURK BLVD,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1637145,120,,"(37.77866399986411, -122.44720599993389)",12,7,4,18
32060,Taraval St&22nd Ave SE-FS/SI,TARA22A1,TARA22AV,6619,37.74289,-122.478426,0,22ND AVE,TARAVAL ST,FS,SE,SI,0,09/11/2019 06:58:28 PM +0000,1636909,120,,"(37.74289000005714, -122.47842599960586)",40,10,7,35
32891,Eucalyptus Dr&19TH Ave NE-NS/PS,EUCA19A0,EUCA19AV,4544,37.731157,-122.474744,0,19TH AVE,EUCALYPTUS DR,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1639527,120,,"(37.73115699971047, -122.4747439997744)",62,10,8,41
32097,Sunset Blvd&Wawona St SE-NS/SB,SUNSWAW1,SUNSWAWO,6562,37.736541,-122.493911,0,WAWONA ST,SUNSET BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1636638,120,,"(37.73654100007785, -122.49391099944596)",40,10,7,35
32774,Sloat Blvd&41st Ave N-FS/BZ,SLOA41A1,SLOA41AV,6446,37.734567,-122.499294,0,41ST AVE,SLOAT BLVD,FS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1639387,120,,"(37.7345670003263, -122.49929400035907)",40,10,7,35
31474,Jackson St&Steiner St SW-NS/BZ,JACKSTE1,JACKSTEI,5163,37.792201,-122.43632,0,STEINER ST,JACKSON ST,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1634988,120,,"(37.7922010000161, -122.43631999956162)",102,4,6,30
33463,Quintara St&17th Ave NE-NS/SB,QUIN17AV,,7573,37.748833,-122.473799,0,17TH AVE,QUINTARA ST,,,,0,09/11/2019 06:58:28 PM +0000,1639829,120,,"(37.748833000286254, -122.47379900031567)",44,10,8,14
