OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
30172,10th Ave&Pacheco St SE-NS/PS,10AVPAC1,10AVPACH,3231,37.75086,-122.466376,0,PACHECO ST,10TH AVE,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1632467,120,,"(37.75085999995042, -122.46637600024415)",45,10,8,41
32199,Market St&Grant Ave W-FS/BZ,MRKTGRN0,MRKTGRNT,5674,37.78639,-122.40516,0,GRANT AVE,MARKET ST,FS,W,BZ,1,09/11/2019 06:58:28 PM +0000,1636567,120,,"(37.78639000033031, -122.40515999983326)",19,5,3,8
32432,Sloat Blvd&Everglade Dr S-MB/BZ,SLOAEVG1,SLOAEVGL,6458,37.733955,-122.489683,0,EVERGLADE DR,SLOAT BLVD,MB,S,BZ,0,09/11/2019 06:58:28 PM +0000,1637265,120,,"(37.7339549997922, -122.48968299963327)",43,10,8,35
31315,Hahn St&Sunnydale Ave N-NS/PS,HAHNSUNY,HAHNSUNY,4938,37.712025,-122.416047,0,SUNNYDALE AVE,HAHN ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1634793,120,,"(37.71202499984545, -122.41604700038305)",74,9,9,40
32348,Presidio Ave&Clay St NW-NS/PS,PRESCLA0,PRESCLAY,6090,37.78918,-122.44726,0,CLAY ST,PRESIDIO AVE,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1637188,120,,"(37.78917999966966, -122.44725999987946)",10,8,6,31
32699,Geary Blvd&17TH Ave NE-NS/BZ,GEAR17A0,GEAR17AV,4263,37.780597,-122.476045,0,17TH AVE,GEARY BLVD,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1637759,120,,"(37.78059700035988, -122.47604499989583)",5,8,4,29
33216,Washington St&Webster St SW-NS/PS,WASHWEB1,WASHWEBS,6931,37.791716,-122.432842,0,WEBSTER ST,WASHINGTON ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1638881,120,,"(37.79171600038876, -122.43284199951886)",102,4,6,30
33270,Lincoln Way&11th Ave SW-NS/BZ,LWAY11A1,LWAY11AV,5303,37.76575,-122.46871,0,11TH AVE,LINCOLN WAY,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1639015,120,,"(37.76575000031674, -122.46870999984243)",109,10,11,14
31395,Mission St&13th St NE-FS/BZ,MISS13S1,MISS13ST,5546,37.77047,-122.41978,0,13TH ST,MISSION ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1634756,120,,"(37.770469999630784, -122.41977999971895)",32,1,10,20
31652,Mission St&Richland Ave SW-FS/BZ,MISSRIC0,MISSRICH,5614,37.73562,-122.4247,0,RICHLAND AVE,MISSION ST,FS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1636089,120,,"(37.735620000030046, -122.42469999960205)",93,9,5,2
31550,Newcomb Ave&Keith St N-NS/SB,NEWCKET1,NEWCKETH,5486,37.733152,-122.38598,0,KEITH ST,NEWCOMB AVE,NS,N,,0,09/11/2019 06:58:28 PM +0000,1635168,120,,"(37.733151999861185, -122.38598000026658)",86,2,9,1
32025,Dublin St&La Grande Ave SE-NS/BZ,DBLNLAGR,DBLNLAGR,913,37.719192,-122.425802,0,PERSIA AVE,DUBLIN ST,NS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1636485,120,,"(37.71919199972622, -122.42580199968671)",90,9,1,19
31129,Geneva Ave&Moscow St N-FS/BZ,GNVAMSC0,GNVAMSCW,4889,37.713332,-122.433957,0,MOSCOW ST,GENEVA AVE,FS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1634680,120,,"(37.71333200027812, -122.43395700009302)",90,9,1,7
31939,Sacramento St&Octavia St SE-NS/BZ,SACOOCT1,SACOOCTA,6310,37.790565,-122.427614,0,LAGUNA ST,SACRAMENTO ST,FS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1636177,120,,"(37.790564999658486, -122.42761399962808)",102,4,6,30
31120,Glen Park Station W-FS/SI,GLPKSTA0,GLPKSTA.,4788,37.732401,-122.433855,0,SAN JOSE AVE ON RAMP,SURFACE ROW,FS,W,SI,0,09/11/2019 06:58:28 PM +0000,1634641,120,,"(37.732401000113065, -122.43385500049035)",93,9,5,28
32737,Lincoln Blvd&Bowley Ave SW-FS/SB,LINCBOW1,LINCBOWL,3705,37.788465,-122.482617,0,BOWLEY ST,LINCOLN BLVD,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1639276,120,,"(37.78846499989669, -122.48261699965376)",3,,6,27
30692,Corbett Ave&Douglass St SW-NS/SB,CRBTDOU1,CRBTDOUG,4176,37.76208,-122.43962,0,DOUGLASS ST,CORBETT AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633550,120,,"(37.762079999917894, -122.43961999973689)",115,7,5,5
30209,Balboa St&21ST Ave NE-NS/PS,BBOA21A0,BBOA21AV,3047,37.776563,-122.480056,0,21ST AVE,BALBOA ST,NS,NE,,1,09/11/2019 06:58:28 PM +0000,1632666,120,,"(37.77656300010216, -122.48005600013207)",8,8,4,29
31722,O'Shaughnessy Bl&Del Vale Ave S-FS,OSHADVA0,OSHADVAL,5831,37.741082,-122.44597,0,DEL VALE AVE,O SHAUGHNESSY BLVD,FS,S,,1,09/11/2019 06:58:28 PM +0000,1635727,120,,"(37.7410820001248, -122.44597000016202)",72,9,8,41
30100,24th St&Noe St NE-NS/BZ,24STNOE0,24STNOE,3478,37.751511,-122.431773,0,NOE ST,24TH ST,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1632438,120,,"(37.751510999866625, -122.4317729998446)",84,3,5,22
30403,Arguello Blvd&Turk Blvd NE-FS/BZ,ARGLTUR1,ARGLTURK,3651,37.777477,-122.458519,0,TURK BLVD,ARGUELLO BLVD,FS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1633059,120,,"(37.77747700038011, -122.45851899954927)",12,8,4,18
32262,Van Ness Ave&Chestnut St NE-FS/BZ,V N CHE1,V N CHES,6800,37.80258,-122.42464,0,CHESTNUT ST,VAN NESS AVE,FS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1637115,120,,"(37.802579999581404, -122.4246400002622)",107,4,6,32
31362,Harrison St&3rd St W-FS/BZ,HARR 3S0,HARR 3ST,4967,37.782436,-122.397676,0,3RD ST,HARRISON ST,FS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1634483,120,,"(37.78243600007107, -122.39767599970934)",32,1,10,34
30104,24th St&Valencia St NE-NS/BZ,24STVLN0,24STVLNC,3485,37.752178,-122.420556,0,VALENCIA ST,24TH ST,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1632442,120,,"(37.75217799969754, -122.42055600041996)",53,3,2,20
32462,Palou Ave&Newhall St W-NS/PS,PALUNEW1,PALUNEWH,5877,37.735029,-122.39292,0,NEWHALL ST,PALOU AVE,NS,E,SP,0,09/11/2019 06:58:28 PM +0000,1637431,120,,"(37.7350290000113, -122.39292000022667)",87,2,9,1
32830,San Jose Ave&Lakeview Ave S-NS/SI,S.J.LKV1,S.J.LKVW,6266,37.716083,-122.450435,0,LAKEVIEW AVE,SAN JOSE AVE,NS,S,,0,09/11/2019 06:58:28 PM +0000,1638196,120,,"(37.716082999770094, -122.45043500020283)",81,10,1,24
30123,9th Ave&Moraga St SE-NS/BZ,.9AVMOR1,9AVMORA,3223,37.756508,-122.465689,0,MORAGA ST,9TH AVE,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1632644,120,,"(37.75650799972026, -122.46568900015862)",44,10,8,14
33451,3rd ST&22nd St FS NE-BZ,.3ST22ST,,7473,37.758074,-122.388239,0,22ND ST,3RD ST,,,,0,09/11/2019 06:58:28 PM +0000,1639813,120,,"(37.758074000187875, -122.38823899976302)",55,2,9,26
33651,California St&Cherry St SE-FS/BZ,CALICHR1,CALICHRY,3853,37.785974,-122.456329,0,CHERRY ST,CALIFORNIA ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1638474,120,,"(37.78597399957826, -122.45632899997838)",11,8,6,31
32886,Castro St&26TH St NW-NS/SB,CTR026S0,,7290,37.748201,-122.433893,0,26TH ST,CASTRO ST,,,,0,09/11/2019 06:58:28 PM +0000,1639521,120,,"(37.748201000184345, -122.43389300046258)",84,3,5,22
33181,Townsend St&4th St SW-NS/BB,TOWN 4S1,TOWN 4ST,6695,37.776957,-122.395067,0,04TH ST,TOWNSEND ST,NS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1638814,120,,"(37.77695700013656, -122.39506700040533)",34,1,10,4
30467,Broad St&Orizaba Ave NE-NS/PS,BRODORI1,BRODORIZ,3717,37.713178,-122.462331,0,ORIZABA AVE,BROAD ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1633187,120,,"(37.713178000436386, -122.46233099959566)",81,10,1,24
32070,16th Ave&Moraga St NW-NS/SB,16AVMOR0,16AVMORA,3277,37.75636,-122.47368,0,MORAGA ST,16TH AVE,NS,NW,FL,0,09/11/2019 06:58:28 PM +0000,1637022,120,,"(37.7563600004115, -122.47368000013792)",44,10,8,14
30886,Fulton St&10TH Ave NW-FS/BZ,FULT10A0,FULT10AV,4736,37.77335,-122.46839,0,10TH AVE,FULTON ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1634247,120,,"(37.77334999995982, -122.46838999966313)",5,8,4,11
30412,Clay St&Drumm St SW-NS/BZ,CLAYDRU1,CLAYDRUM,4015,37.795436,-122.396819,0,DAVIS ST,CLAY ST,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633070,120,,"(37.79543600037842, -122.39681900011965)",108,6,3,8
32869,Carl St&Cole St SW-NS,CARLCOL1,CARLCOLE,3911,37.765745,-122.450131,0,COLE ST,CARL ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1638035,120,,"(37.76574500036932, -122.45013100000659)",29,7,11,3
33468,Ulloa & West Portal E-NS/SB,ULOAW.P2,,7582,37.740875,-122.46572,0,MUNI METRO TNL,ULLOA ST,,,,0,09/11/2019 06:58:28 PM +0000,1639838,120,,"(37.74087500029948, -122.4657199995929)",46,10,8,41
32634,Pacific Ave&Hyde St NE-NS/SB,PACFHYD1,PACFHYDE,5838,37.79555,-122.4182,0,HYDE ST,PACIFIC AVE,NS,NE,,1,09/11/2019 06:58:28 PM +0000,1637907,120,,"(37.79554999968056, -122.41819999982629)",16,6,3,32
31459,Jackson St&Gough St NE-NS/SB,JACKGOU1,JACKGOUG,5149,37.79358,-122.42621,0,GOUGH ST,JACKSON ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1634962,120,,"(37.79357999955357, -122.42621000048752)",102,4,6,30
31783,Third Street&Evans Ave,03STEVAN,.3STEVAN,7170,37.742709,-122.387931,0,EVANS AVE,3RD ST,MI,MI,**,0,09/11/2019 06:58:28 PM +0000,1635841,120,,"(37.74270900020967, -122.38793099962139)",56,2,9,1
30368,California St&Battery St SW-NS/SB,CALIBATT,,7444,37.793127,-122.400099,0,BATTERY ST,CALIFORNIA ST,,,,0,09/11/2019 06:58:28 PM +0000,1633266,120,,"(37.79312700006742, -122.40009899951724)",108,6,3,8
33638,Ulloa St&West Protal Ave S-FS/BZ,ULOAW.P1,,7976,37.740831,-122.465812,,WEST PORTAL AVE,ULLOA ST,,,,,09/11/2019 06:58:28 PM +0000,1640015,120,,"(37.74083100028046, -122.46581200051888)",46,10,8,41
30791,Evans Ave&Phelps St E-NS/BZ,EVANPHL1,EVANPHLP,4559,37.742994,-122.388309,0,PHELPS ST,EVANS AVE,NS,E,,1,09/11/2019 06:58:28 PM +0000,1633884,120,,"(37.74299400010767, -122.3883090005625)",56,2,9,1
31711,O'Farrell St&Leavenworth St SE-NS,OFARLEA1,OFARLEAV,5814,37.785538,-122.414445,0,LEAVENWORTH ST,OFARRELL ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1635706,120,,"(37.78553800036929, -122.41444500008545)",20,5,10,36
32469,Bosworth St&Milton St SW-NS/PS,BOSWMIL1,BOSWMILT,3702,37.733318,-122.42952,0,MILTON ST,BOSWORTH ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1637440,120,,"(37.73331800013854, -122.42951999975938)",93,9,5,28
30877,Fulton St&40TH Ave SE-FS/BZ,FULT40A1,FULT40AV,4218,37.77179,-122.49991,0,40TH AVE,FULTON ST,FS,SE,FL,1,09/11/2019 06:58:28 PM +0000,1633861,120,,"(37.77178999965286, -122.49990999988981)",9,8,4,12
32925,Geneva Ave&Howth St E-NS/BZ,GNVAHOWE,GNVAHOWT,4881,37.722121,-122.449979,0,HOWTH ST,GENEVA AVE,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1638067,120,,"(37.72212100000222, -122.44997899966626)",81,10,8,24
31869,Hayes St&Lyon St SW-NS/BZ,HAYSLYO1,HAYSLYON,5000,37.77429,-122.442862,0,LYON ST,HAYES ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1636280,120,,"(37.77428999973875, -122.4428620003346)",24,7,11,18
31553,Mccullough Rd&Bunker Rd E-NS/SB,MCULBUN0,MCULBUNK,5496,37.836443,-122.50214,0,MCCULLOUGH RD,BUNKER RD,MI,E,,0,09/11/2019 06:58:28 PM +0000,1635171,120,,"(37.83644300040264, -122.50213999944484)",,,,
31241,Foerster St&Mangels Ave SE-NS/SB,FOERMAN1,FOERMANG,4652,37.732989,-122.448788,0,MANGELS AVE,FOERSTER ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634396,120,,"(37.73298900016286, -122.44878800049001)",95,9,8,41
32042,Leavenworth St&Bush St SE-NS/BZ,LEAVBUS1,LEAVBUSH,4862,37.78922,-122.41529,0,BUSH ST,LEAVENWORTH ST,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1636863,120,,"(37.7892199999961, -122.41529000040944)",50,6,3,21
33078,Noriega St&46th Ave SW-NS/PS,NORI46A1,NORI46AV,5762,37.752891,-122.505574,0,46TH AVE,NORIEGA ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1638588,120,,"(37.752891000321426, -122.50557400024441)",39,10,7,35
33342,Clarendon Ave&Galewood Circle E-MB,CLDNGLW1,CLDNGLWD,4033,37.753074,-122.455858,0,GALEWOOD CIR,CLARENDON AVE,MB,E,,0,09/11/2019 06:58:28 PM +0000,1639221,120,,"(37.753073999695566, -122.4558580005212)",48,7,8,38
30679,Connecticut St&Cesar Chavez St NE-FS,CONNCHA1,CONNCHAV,4131,37.750002,-122.39622,0,CESAR CHAVEZ ST,CONNECTICUT ST,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1633537,120,,"(37.75000200033904, -122.39622000001643)",54,2,9,1
31964,Market St & South Van Ness Ave S-N/SI,MRKTSOV1,MRKTSOVN,5692,37.775056,-122.419321,0,SOUTH VAN NESS AVE,MARKET ST,NS,S,SI,0,09/11/2019 06:58:28 PM +0000,1636343,120,,"(37.77505599974436, -122.41932100049424)",32,1,10,20
31019,The Embarcadero&Folsom St SW-FS/SB,EMBRF120,EMBRFOLS,4511,37.790561,-122.389898,0,FOLSOM ST,THE EMBARCADERO,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1634120,120,,"(37.790561000358736, -122.38989799944602)",30,1,10,8
32228,Randolph St&Bright St SW-NS/PS,RNDOBRG0,RNDOBRGT,6175,37.71425,-122.463675,0,BRIGHT ST,RANDOLPH ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1636840,120,,"(37.71425000036195, -122.4636749999374)",65,10,1,24
30294,14th St&Castro St NW-FS/SB,14STCTR1,14STCTRO,3256,37.76738,-122.43584,0,CASTRO ST,14TH ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1632848,120,,"(37.767380000289606, -122.43584000040907)",112,7,5,5
31328,Holloway Ave&Junipero Serra SW-NS,HOLLJ S0,HOLLJ S,5037,37.721485,-122.472713,0,JUNIPERO SERRA BLVD,HOLLOWAY AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1634685,120,,"(37.72148499975405, -122.47271300035486)",41,10,8,41
33556,Right Of Way&Sloat Blvd SW-FS/SB,ROW SLO0,ROW SLOA,6226,37.734299,-122.471956,0,SLOAT BLVD,RIGHT OF WAY,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1638420,120,,"(37.734298999602615, -122.47195600052689)",62,10,8,41
31333,Hudson Ave&Cashmere St N-NS,HUDSCAS0,HUDSCASH,5043,37.73596,-122.38353,0,CASHMERE ST,HUDSON AVE,NS,N,FL,0,09/11/2019 06:58:28 PM +0000,1634691,120,,"(37.73596000022013, -122.38353000032639)",86,2,9,1
33148,Sunnydale Ave&Bayshore Blvd SW-NS,SUNYBSH0,,7297,37.708801,-122.40525,0,BAYSHORE BLVD,SUNNYDALE AVE,,,,0,09/11/2019 06:58:28 PM +0000,1638711,120,,"(37.70880100041585, -122.40524999947225)",75,9,9,40
32172,Taylor St&Francisco St SE-NS,TAYLFNC0,TAYLFNCO,6646,37.804383,-122.414952,0,FRANCISCO ST,TAYLOR ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1636798,120,,"(37.80438300008359, -122.4149519994337)",106,6,3,23
32381,Arguello Blvd&Fulton St NE-FS/SB,ARGLFUL1,ARGLFULT,3648,37.774425,-122.458301,0,FULTON ST,ARGUELLO BLVD,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1636968,120,,"(37.7744249996523, -122.45830100022386)",12,8,4,18
31215,La Playa St&Cabrillo St SW-FS/BZ,LAPLCBR1,LAPLCBRO,4843,37.773214,-122.51006,0,CABRILLO ST,LA PLAYA ST,FS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1634360,120,,"(37.77321400012925, -122.51005999956197)",8,8,4,29
32954,Skyline Blvd&Harding Rd SE-NS/SB,SKYLHAR2,SKYLHARD,6431,37.726392,-122.502449,0,HARDING RD,SKYLINE BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1638141,120,,"(37.72639200015868, -122.50244900037106)",43,10,8,16
32549,Sunset Blvd&Taraval St NW-NS/SB,SUNSTAR0,SUNSTARA,6555,37.742349,-122.494545,0,TARAVAL ST,SUNSET BLVD,NS,NW,,1,09/11/2019 06:58:28 PM +0000,1637340,120,,"(37.742349000097676, -122.49454500008498)",39,10,7,35
30169,46th Ave&Ortega St NW-NS/PS,46AVORT0,46AVORTG,3588,37.751187,-122.505366,0,ORTEGA ST,46TH AVE,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1632920,120,,"(37.75118699961126, -122.50536600046814)",39,10,7,35
33630,Quintra St&43rd Ave NE-NS/SB,QUIN43F0,,7885,37.747584,-122.501583,,43RD AVE,QUINTARA ST,,,,,09/11/2019 06:58:28 PM +0000,1639995,120,,"(37.74758400032191, -122.50158299980488)",39,10,7,35
32754,3rd St&Evans Ave NE-FS/SI,3ST EVA0,3ST EVA0,7352,37.742726,-122.38792,0,EVANS AVE,3RD ST,FS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1639322,120,,"(37.74272600008505, -122.3879200005104)",56,2,9,1
30603,Cashmere St&Whitney Young Cir W-NS,CASHWTY0,CASHWTYG,3922,37.7366,-122.38588,0,WHITNEY YOUNG CIR,CASHMERE ST,NS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1633317,120,,"(37.73660000034908, -122.38587999944149)",86,2,9,1
31543,Monterey Blvd&Plymouth Ave NE-NS/PS,MTRYPLY0,MTRYPLYM,5437,37.731115,-122.457322,0,PLYMOUTH AVE,MONTEREY BLVD,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635148,120,,"(37.73111500030518, -122.45732200010609)",70,9,8,41
30524,Bryant St&16TH St SW-FS/BZ,BRYT16S0,BRYT16ST,3731,37.7653,-122.41054,0,16TH ST,BRYANT ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633007,120,,"(37.765300000022656, -122.41053999987818)",53,3,2,20
30493,Bryant St&8TH St S-NS/BZ,BRYT 8S0,BRYT 8ST,3727,37.77233,-122.40708,0,8TH ST,BRYANT ST,NS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1633246,120,,"(37.77232999955723, -122.40708000048177)",33,1,10,34
33188,Ulloa St&30th Ave NE-NS/PS,ULOA30A1,ULOA30AV,6735,37.74072,-122.48722,0,30TH AVE,ULLOA ST,NS,NE,FL,0,09/11/2019 06:58:28 PM +0000,1638826,120,,"(37.74071999974794, -122.48721999975447)",40,10,7,35
30335,17th St&De Haro St NE-NS/BZ,17STDHR1,17STDHRO,3312,37.764904,-122.401451,0,DE HARO ST,17TH ST,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1633022,120,,"(37.764903999748434, -122.40145100014308)",54,1,9,4
30116,24th St&Diamond St NE-NS,24STDIA0,24STDIAM,3464,37.751226,-122.436184,0,DIAMOND ST,24TH ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1632462,120,,"(37.751226000129506, -122.4361840001506)",84,3,5,22
32252,Oakdale Ave&Griffith St W-NS/PS,OAKDGRI1,OAKDGRIF,5776,37.728223,-122.379318,0,BALDWIN CT,OAKDALE AVE,NS,W,,0,09/11/2019 06:58:28 PM +0000,1637090,120,,"(37.728222999990265, -122.37931800022882)",78,2,9,1
31834,Powell St&Post St NW-NS,POWLPOS1,POWLPOST,6071,37.788392,-122.408505,0,POST ST,POWELL ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1636499,120,,"(37.788391999890166, -122.40850499948505)",19,6,3,21
33614,Miguel ST&Laidley ST E-MI/SB,MIGLLAI1,,7868,37.737752,-122.428248,,CHENERY ST,MIGUEL ST,,,,,09/11/2019 06:58:28 PM +0000,1639966,120,,"(37.737751999620514, -122.42824799973697)",59,9,5,10
32280,Woolsey St&University St NE-NS,WLSYUNI0,WLSYUNIV,6980,37.72271,-122.41238,0,UNIVERSITY ST,WOOLSEY ST,NS,NE,FL,0,09/11/2019 06:58:28 PM +0000,1637156,120,,"(37.722710000019255, -122.41237999971769)",91,2,2,25
31942,Spear &Market St S-FS/BB,SPERMRK1,SPERMRKT,6475,37.793598,-122.395479,0,MARKET ST,SPEAR ST,FS,S,BB,0,09/11/2019 06:58:28 PM +0000,1636180,120,,"(37.793597999966636, -122.39547899996187)",108,6,10,8
31146,Folsom St&25TH St SE-NS/PS,FOLS25S0,FOLS25ST,4681,37.750829,-122.413842,0,25TH ST,FOLSOM ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634061,120,,"(37.7508290003932, -122.41384199943269)",53,3,2,20
31632,Cortland Ave&Prospect Ave N-FS/BZ,CORTPRO1,CORTPROS,4160,37.740294,-122.420904,0,PROSPECT AVE,CORTLAND AVE,FS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1636052,120,,"(37.74029399965406, -122.4209040000071)",83,9,2,2
32445,Union St&Polk St SW-NS/BZ,UNINPOL1,UNINPOLK,6780,37.798683,-122.42243,0,POLK ST,UNION ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1637292,120,,"(37.79868299973748, -122.42243000011754)",105,4,3,32
30849,Crescent Ave&Arnold Ave SW-NS/SB,CRESARN0,CRESARND,4191,37.734966,-122.419726,0,ARNOLD AVE,CRESCENT AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633823,120,,"(37.734966000010324, -122.41972600035788)",61,9,2,2
30519,33rd Ave&Geary Blvd NE-FS/SB,33AVGEA1,33AVGEAR,3557,37.779815,-122.493227,0,GEARY BLVD,33RD AVE,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1633001,120,,"(37.77981499980264, -122.49322699980385)",8,8,4,29
32720,Sunnydale Ave&Bayshore Blvd NW-FS,SUNYBSH1,SUNYBSHR,6569,37.708944,-122.405204,0,BAYSHORE BLVD,SUNNYDALE AVE,FS,N,,0,09/11/2019 06:58:28 PM +0000,1639243,120,,"(37.70894399987117, -122.40520400010439)",75,9,9,40
33298,Park Presidio&Geary Blvd NE-FS/SB,PKPRGEA1,PKPRGEAR,5953,37.780776,-122.472217,0,GEARY BLVD,PARK PRESIDIO BLVD,FS,NE,FL,1,09/11/2019 06:58:28 PM +0000,1639084,120,,"(37.780775999862854, -122.47221699972646)",5,8,4,11
32654,Teresita Blvd&Evelyn Way W-NS/SB,TEREEVL0,TEREEVLN,6665,37.743063,-122.451182,0,EVELYN WAY,TERESITA BLVD,NS,W,,0,09/11/2019 06:58:28 PM +0000,1637938,120,,"(37.74306300000584, -122.4511819996376)",72,9,8,41
30985,Eddy St&Van Ness Ave SE-FS/BZ,EDDYV.N1,EDDYV.N.,4495,37.782863,-122.42059,0,VAN NESS AVE,EDDY ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1633964,120,,"(37.78286300016271, -122.4205899998151)",20,4,10,36
32563,Ulloa St&West Portal Ave W-NS/BZ,ULOAWPIB,ULOAW.P.,6744,37.74092,-122.466006,0,WEST PORTAL AVE,ULLOA ST,NS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1637376,120,,"(37.740920000047, -122.46600600028955)",46,10,8,41
31732,Market St&Taylor St N-NS/SI,MRKTTAY0,MRKTTAYL,5695,37.782316,-122.410228,4,TAYLOR ST,MARKET ST,NS,N,SI,0,09/11/2019 06:58:28 PM +0000,1635481,120,,"(37.782316000344636, -122.410227999543)",20,5,10,34
31883,Bay Shore Blvd&Arleta Ave/Blanken Ave N-FS/SI,BSHRARB0,,7399,37.712226,-122.402339,0,ARLETA AVE,BAYSHORE BLVD,,,,0,09/11/2019 06:58:28 PM +0000,1635873,120,,"(37.71222600038534, -122.40233900051825)",89,9,9,1
31731,Market St&2nd St N-NS/SI,MRKT.2S0,MRKT.2ST,5639,37.789353,-122.401306,0,2ND ST,MARKET ST,NS,N,SI,0,09/11/2019 06:58:28 PM +0000,1635469,120,,"(37.78935300036344, -122.4013059995395)",108,6,10,8
33529,Moscow St&France Ave N-NS,MSCWFNC0,MSCWFNCE,5700,37.71669,-122.43113,0,FRANCE AVE,MOSCOW ST,NS,N,FL,0,09/11/2019 06:58:28 PM +0000,1638376,120,,"(37.71668999979848, -122.43112999978625)",90,9,1,7
31504,Lincoln Way&47th Ave NW-FS/SB,LWAY47A1,LWAY47AV,5324,37.764186,-122.507405,0,47TH AVE,LINCOLN WY,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1635191,120,,"(37.76418600041866, -122.50740500025074)",9,10,4,12
30436,Chestnut St&Van Ness Ave SW-NS/BZ,CHESV N1,CHESV N,3957,37.802199,-122.424894,0,VAN NESS AVE,CHESTNUT ST,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633131,120,,"(37.80219900020783, -122.42489400005093)",17,4,6,13
31596,Mission St&22nd St SW-FS/BB,MISS22S0,MISS22ST,5562,37.75517,-122.4188,0,22ND ST,MISSION ST,FS,SW,BB,0,09/11/2019 06:58:28 PM +0000,1635328,120,,"(37.75516999964357, -122.41879999986192)",53,3,2,20
32389,Teresita Blvd&Reposa Way S-FS/SB,TERERPS0,TERERPSA,6679,37.740707,-122.449177,0,REPOSA WAY,TERESITA BLVD,FS,S,,0,09/11/2019 06:58:28 PM +0000,1637642,120,,"(37.74070699977374, -122.44917700040637)",72,9,8,41
